-698,-423,-223
-715,-447,-236
-734,-436,-244
-758,-407,-245
-769,-372,-245
-785,-339,-246
-798,-310,-243
-808,-288,-240
-820,-271,-238
-835,-262,-235
-841,-265,-238
-850,-275,-238
-860,-299,-239
-871,-331,-237
-877,-377,-237
-882,-432,-242
-886,-477,-240
-886,-501,-240
-887,-506,-232
-886,-492,-223
-887,-468,-214
-888,-443,-201
-885,-420,-193
-879,-405,-181
-874,-403,-171
-869,-409,-162
-861,-424,-149
-853,-453,-140
-844,-489,-131
-833,-532,-120
-828,-584,-115
-825,-648,-108
-822,-709,-100
-821,-757,-93
-816,-795,-83
-815,-808,-75
-813,-808,-58
-807,-792,-45
-798,-779,-33
-781,-767,-17
-765,-764,-6
-748,-765,8
-734,-775,19
-721,-789,31
-706,-808,43
-688,-845,53
-673,-873,62
-656,-888,71
-642,-882,87
-634,-846,103
-628,-795,127
-621,-738,149
-614,-668,174
-605,-601,199
-594,-537,224
-588,-475,248
-574,-430,272
-565,-387,293
-555,-358,314
-543,-335,328
-530,-324,339
-511,-329,348
-482,-344,349
-456,-368,357
-428,-408,359
-396,-451,365
-369,-495,374
-338,-518,382
-313,-524,398
-291,-520,414
-272,-510,431
-252,-503,450
-232,-496,469
-214,-483,487
-201,-477,514
-190,-472,532
-180,-466,554
-168,-465,572
-160,-468,588
-142,-490,604
-125,-499,614
-112,-492,625
-99,-500,641
-83,-500,655
-74,-488,668
-62,-474,687
-55,-451,701
-48,-435,718
-46,-411,732
-44,-376,742
-40,-359,754
-40,-331,762
-40,-319,771
-41,-303,778
-37,-300,776
-29,-295,772
-23,-297,765
-14,-304,760
-1,-304,752
9,-304,744
22,-291,734
39,-271,720
47,-249,715
58,-223,704
69,-196,695
81,-170,685
89,-141,680
96,-117,670
103,-104,665
107,-91,657
107,-90,645
106,-91,632
98,-99,621
93,-107,608
86,-111,595
84,-111,575
87,-107,560
84,-101,542
91,-96,528
102,-92,506
112,-87,488
122,-84,470
135,-79,456
146,-77,445
153,-73,434
161,-76,427
168,-75,422
170,-70,414
169,-67,413
165,-56,411
155,-45,412
148,-36,410
137,-25,413
130,-9,411
121,3,412
110,18,410
105,32,409
102,46,405
102,57,397
105,69,388
110,82,381
118,94,373
123,103,363
131,104,354
139,105,343
146,107,337
151,100,328
155,95,326
158,88,321
154,81,322
148,68,323
139,56,320
125,52,318
112,48,317
98,59,310
88,61,305
80,74,300
76,89,290
79,94,282
84,113,273
88,123,262
99,137,254
106,138,244
115,142,240
120,146,232
129,137,229
131,141,226
136,134,226
140,136,229
140,132,226
144,136,231
142,134,235
134,126,238
131,120,244
120,109,251
109,91,259
98,71,265
87,52,268
86,35,269
80,19,269
78,0,264
78,-15,258
83,-32,251
88,-46,244
97,-58,235
105,-65,228
114,-72,219
125,-75,212
133,-75,204
141,-75,198
148,-72,193
155,-67,189
161,-65,187
160,-60,183
163,-58,176
164,-52,172
166,-47,168
164,-41,161
163,-39,157
160,-31,154
157,-24,148
151,-21,147
146,-18,144
136,-11,134
129,-10,134
122,-4,131
113,0,130
98,2,124
89,7,126
81,6,119
70,6,115
57,8,112
46,9,109
36,5,106
20,3,100
4,1,93
-5,-1,88
-19,-7,82
-31,-16,70
-40,-23,64
-47,-35,56
-54,-40,49
-58,-52,38
-57,-65,32
-57,-73,24
-56,-86,16
-54,-96,11
-50,-105,4
-47,-113,2
-42,-118,-3
-36,-121,-3
-30,-120,-6
-27,-122,-8
-24,-118,-9
-16,-116,-8
-14,-110,-6
-11,-106,-7
-4,-103,-4
0,-97,-3
3,-97,-1
5,-92,1
6,-90,2
5,-92,0
11,-91,4
10,-90,1
11,-91,2
11,-90,2
15,-88,-3
19,-87,-1
24,-84,-6
28,-83,-12
32,-82,-15
39,-81,-17
45,-76,-18
47,-71,-23
55,-74,-22
58,-74,-21
62,-74,-22
69,-75,-26
72,-73,-24
77,-73,-22
77,-75,-22
80,-79,-27
81,-81,-26
81,-81,-33
81,-84,-35
80,-87,-37
78,-83,-40
78,-84,-45
77,-83,-50
78,-84,-56
83,-80,-60
88,-74,-65
94,-69,-73
100,-68,-78
108,-63,-80
113,-60,-84
118,-57,-90
122,-52,-87
128,-45,-89
128,-39,-85
129,-31,-77
130,-25,-76
127,-10,-69
121,-2,-62
121,8,-59
118,24,-53
118,39,-47
120,56,-41
125,70,-29
127,91,-26
128,117,-13
137,143,1
142,164,11
150,191,23
158,215,40
172,243,58
187,274,76
205,303,93
224,328,116
246,358,139
264,387,164
281,413,185
299,445,204
316,475,220
330,510,234
349,539,249
363,563,258
380,586,270
393,606,277
406,620,289
420,631,297
432,644,300
444,654,304
458,656,306
470,656,306
477,660,300
493,655,288
491,665,285
495,653,271
500,647,263
501,642,252
505,641,243
507,640,236
511,642,224
515,645,211
521,653,204
531,657,191
538,663,183
548,671,172
557,671,162
568,674,159
576,679,152
589,677,147
600,679,145
610,681,144
621,685,146
628,690,149
638,687,150
647,673,160
649,678,160
653,681,166
654,679,175
652,670,180
651,663,188
652,662,190
647,660,196
644,657,196
637,653,202
624,650,206
613,648,204
592,649,215
575,653,217
556,652,220
534,652,226
509,647,231
483,643,234
462,636,235
438,628,236
419,613,233
403,599,232
388,586,228
379,572,223
368,558,214
363,546,207
355,536,196
350,521,184
345,513,173
341,504,162
335,503,150
328,499,141
321,482,128
315,480,120
303,505,118
290,509,110
279,507,111
266,497,113
247,501,118
231,497,126
212,503,132
193,495,136
173,482,143
155,469,151
139,454,157
124,442,158
114,428,163
95,421,167
79,406,164
66,386,169
56,363,166
51,344,163
45,325,155
41,302,149
43,283,147
42,262,141
42,242,131
42,221,124
41,206,118
37,201,115
28,196,112
14,190,109
-3,189,107
-27,182,103
-49,182,102
-76,183,100
-99,185,92
-119,190,87
-139,192,77
-155,194,65
-166,190,60
-178,185,44
-187,177,40
-198,163,31
-207,147,22
-216,126,17
-224,100,12
-233,73,12
-249,43,10
-265,15,10
-288,-15,15
-311,-41,22
-337,-67,30
-367,-92,37
-395,-118,50
-419,-141,57
-451,-161,67
-477,-178,83
-500,-192,88
-525,-202,95
-541,-218,105
-557,-227,113
-564,-235,120
-568,-247,129
-569,-253,134
-572,-258,141
-572,-262,151
-575,-257,161
-578,-253,173
-586,-245,185
-601,-228,196
-611,-211,207
-627,-191,216
-645,-166,224
-658,-140,223
-673,-113,227
-690,-89,227
-709,-66,227
-722,-44,221
-736,-24,216
-750,-5,209
-763,5,206
-776,16,195
-791,15,192
-804,16,186
-822,12,182
-838,-4,183
-859,-13,183
-880,-28,189
-895,-37,189
-909,-48,193
-921,-56,201
-928,-69,206
-932,-79,214
-932,-90,217
-929,-93,220
-920,-97,228
-906,-102,230
-887,-101,236
-865,-103,241
-843,-107,248
-816,-104,252
-789,-103,258
-767,-91,263
-746,-70,268
-721,-49,275
-705,-24,282
-692,1,287
-686,31,294
-683,56,301
-683,79,304
-686,97,310
-689,117,312
-692,132,316
-700,146,316
-713,166,323
-725,188,327
-743,215,329
-761,239,332
-776,268,333
-791,296,331
-804,323,330
-808,349,323
-809,377,317
-808,395,310
-801,413,303
-796,427,290
-790,443,284
-789,452,278
-790,462,272
-792,468,263
-802,472,251
-817,479,243
-836,496,235
-859,514,225
-891,540,213
-926,566,201
-967,591,186
-1013,618,165
-1064,640,147
-1117,667,129
-1170,690,108
-1227,712,80
-1290,732,51
-1351,746,18
-1413,758,-13
-1478,768,-50
-1543,773,-88
-1607,774,-123
-1673,781,-158
-1733,788,-191
-1798,799,-226
-1867,810,-262
-1937,824,-306
-2009,843,-342
-2086,863,-381
-2162,888,-417
-2236,911,-454
-2313,935,-496
-2387,956,-531
-2457,978,-567
-2523,992,-598
-2592,1008,-630
-2657,1021,-655
-2719,1035,-682
-2776,1048,-705
-2827,1057,-724
-2880,1063,-743
-2927,1073,-757
-2969,1079,-770
-3005,1082,-781
-3039,1086,-792
-3072,1093,-796
-3106,1099,-799
-3138,1105,-796
-3168,1103,-785
-3203,1103,-775
-3243,1098,-762
-3279,1091,-744
-3315,1080,-726
-3348,1059,-706
-3382,1033,-682
-3407,1004,-661
-3424,972,-640
-3435,938,-627
-3437,901,-616
-3428,867,-606
-3408,832,-600
-3386,795,-592
-3360,760,-589
-3328,731,-587
-3291,696,-583
-3246,664,-581
-3200,631,-576
-3151,600,-566
-3100,566,-560
-3053,536,-549
-3001,501,-537
-2950,470,-523
-2902,439,-507
-2854,408,-490
-2808,380,-472
-2764,355,-458
-2725,327,-435
-2684,309,-416
-2641,286,-394
-2597,260,-367
-2554,241,-349
-2513,228,-329
-2471,222,-310
-2426,224,-293
-2375,224,-275
-2326,224,-261
-2278,223,-254
-2228,221,-243
-2184,218,-232
-2143,211,-222
-2103,201,-212
-2070,189,-201
-2034,174,-193
-2009,151,-188
-1981,129,-174
-1952,112,-167
-1927,89,-161
-1903,69,-157
-1872,39,-151
-1844,18,-154
-1808,-11,-158
-1770,-40,-164
-1729,-66,-176
-1687,-92,-183
-1644,-128,-193
-1604,-158,-207
-1570,-187,-221
-1535,-218,-233
-1509,-249,-244
-1492,-274,-255
-1478,-302,-261
-1466,-327,-263
-1460,-344,-271
-1451,-377,-274
-1443,-395,-281
-1433,-424,-289
-1418,-462,-302
-1405,-488,-313
-1386,-539,-323
-1372,-568,-337
-1359,-593,-348
-1349,-637,-355
-1343,-664,-367
-1340,-691,-377
-1329,-725,-386
-1318,-750,-399
-1305,-774,-411
-1287,-797,-426
-1262,-811,-443
-1247,-821,-458
-1233,-822,-465
-1229,-815,-468
-1232,-813,-465
-1237,-809,-470
-1243,-821,-465
-1255,-833,-470
-1258,-865,-468
-1265,-906,-474
-1268,-961,-476
-1273,-1017,-480
-1271,-1073,-482
-1262,-1127,-477
-1241,-1173,-473
-1211,-1217,-466
-1181,-1252,-456
-1139,-1282,-444
-1101,-1309,-436
-1050,-1336,-424
-997,-1363,-420
-941,-1385,-412
-879,-1407,-408
-820,-1428,-405
-764,-1442,-397
-703,-1453,-392
-649,-1464,-382
-599,-1463,-368
-548,-1458,-348
-505,-1454,-323
-470,-1447,-292
-438,-1430,-261
-417,-1416,-221
-403,-1403,-189
-398,-1399,-153
-404,-1395,-124
-417,-1402,-91
-442,-1419,-62
-469,-1449,-38
-501,-1486,-18
-527,-1520,0
-551,-1545,21
-572,-1574,42
-592,-1600,60
-594,-1623,81
-595,-1641,94
-589,-1653,106
-579,-1669,122
-563,-1682,137
-545,-1693,156
-537,-1704,177
-531,-1706,196
-525,-1709,221
-525,-1696,246
-524,-1672,263
-525,-1660,280
-520,-1640,300
-515,-1611,319
-503,-1583,336
-484,-1549,351
-456,-1519,367
-425,-1494,378
-399,-1467,391
-363,-1443,408
-328,-1420,424
-290,-1395,442
-250,-1370,457
-214,-1344,470
-179,-1316,489
-158,-1284,502
-142,-1247,515
-129,-1206,528
-118,-1177,536
-112,-1153,545
-105,-1140,544
-102,-1120,544
-97,-1095,541
-97,-1087,540
-92,-1075,537
-86,-1069,537
-79,-1049,539
-59,-1010,529
-73,-1005,529
-69,-1015,550
-74,-1028,567
-84,-1032,581
-99,-1050,594
-114,-1054,605
-127,-1070,618
-141,-1075,628
-158,-1081,630
-174,-1088,638
-186,-1078,642
-205,-1075,648
-218,-1058,651
-229,-1044,649
-237,-1023,649
-240,-1001,640
-245,-990,628
-249,-969,618
-251,-949,607
-255,-932,595
-264,-913,586
-275,-906,578
-287,-897,570
-302,-893,565
-319,-879,556
-334,-871,550
-341,-864,546
-346,-859,542
-341,-845,537
-330,-833,534
-315,-820,535
-292,-802,529
-262,-777,531
-229,-746,533
-197,-711,535
-170,-671,538
-154,-635,539
-147,-599,542
-144,-562,540
-141,-527,535
-133,-488,527
-117,-455,519
-104,-421,509
-79,-396,500
-45,-365,492
-8,-338,477
39,-314,468
91,-293,456
144,-271,438
204,-248,421
265,-229,402
325,-209,378
382,-187,361
429,-165,344
469,-144,333
501,-132,322
529,-119,314
555,-112,302
582,-106,294
610,-113,289
630,-118,284
651,-126,282
665,-138,278
672,-145,278
662,-151,274
639,-153,271
598,-146,261
554,-139,249
508,-130,239
468,-116,225
432,-107,207
396,-100,194
360,-94,173
323,-96,160
290,-100,145
252,-107,131
215,-110,122
180,-111,115
147,-109,107
116,-109,103
86,-107,106
54,-102,110
27,-101,121
2,-98,132
-19,-90,150
-37,-87,168
-53,-83,191
-63,-81,212
-76,-83,234
-85,-88,254
-96,-100,270
-112,-114,277
-123,-130,284
-137,-151,287
-141,-174,286
-145,-187,286
-145,-197,280
-135,-195,276
-129,-196,267
-117,-189,254
-108,-183,241
-93,-171,233
-75,-160,222
-53,-147,209
-29,-137,196
-10,-123,183
11,-109,171
25,-106,158
34,-97,152
37,-96,143
35,-98,133
34,-100,128
32,-105,125
24,-102,117
17,-109,110
9,-99,101
4,-102,91
1,-100,84
2,-98,79
0,-89,68
0,-88,64
4,-79,58
11,-74,60
13,-57,57
23,-44,56
34,-30,59
48,-20,60
60,-14,68
64,-6,75
71,-8,79
77,-18,80
87,-31,78
96,-46,78
98,-54,76
102,-64,70
113,-61,65
126,-56,55
139,-45,45
152,-33,30
159,-19,17
163,-2,6
160,21,-3
152,45,-5
143,71,-13
130,94,-20
117,108,-27
102,117,-36
87,124,-46
70,128,-56
57,133,-64
42,134,-73
29,133,-82
19,123,-88
9,110,-95
2,96,-103
2,79,-107
0,59,-108
10,51,-110
20,39,-106
34,28,-101
47,20,-94
55,20,-84
65,15,-74
69,16,-57
70,18,-34
69,20,-19
65,32,-5
60,27,5
53,11,19
41,6,31
29,7,43
15,4,60
7,7,77
-5,2,95
-16,0,113
-22,-6,131
-29,-11,146
-34,-16,159
-24,-9,171
-46,-1,182
-55,-9,188
-66,-15,201
-72,-17,204
-73,-16,206
-76,-13,205
-68,-2,207
-65,2,203
-62,19,199
-52,27,195
-42,39,190
-31,53,187
-21,59,186
-11,73,187
-1,86,184
0,100,181
4,110,178
6,114,170
6,121,162
5,129,156
11,133,146
7,140,131
7,143,116
3,148,104
2,150,96
6,149,88
8,156,77
15,164,65
17,168,61
21,170,55
25,175,52
27,170,54
32,171,53
39,181,59
47,180,67
56,178,80
68,177,92
76,174,106
81,177,125
91,182,146
96,191,167
108,201,191
114,209,211
119,216,235
123,233,263
133,243,285
134,255,312
137,267,341
141,278,370
136,292,402
126,297,433
114,317,466
99,314,498
82,336,521
60,339,548
39,360,564
20,368,579
13,398,578
-3,422,577
-8,426,582
-9,450,588
-2,465,596
6,493,608
16,517,616
28,539,631
36,566,651
40,585,667
42,607,689
36,636,707
24,663,727
5,692,746
-14,726,762
-41,758,773
-63,782,785
-84,813,784
-97,833,790
-101,866,790
-96,897,789
-87,923,783
-71,947,785
-52,975,784
-35,998,783
-25,1020,785
-20,1037,791
-13,1055,798
-18,1093,798
-63,1119,806
-81,1140,813
-106,1169,814
-127,1203,815
-144,1239,807
-167,1276,800
-186,1314,790
-200,1350,782
-215,1388,769
-222,1419,759
-235,1452,748
-246,1483,741
-253,1511,735
-260,1538,731
-264,1574,724
-270,1611,717
-277,1653,712
-289,1694,709
-306,1734,706
-328,1775,704
-350,1819,704
-376,1858,702
-405,1902,700
-442,1943,698
-487,1982,689
-535,2033,675
-586,2078,656
-632,2136,632
-674,2198,600
-708,2270,566
-740,2352,532
-767,2440,501
-794,2520,464
-828,2609,427
-862,2686,395
-906,2761,362
-958,2836,330
-1024,2905,295
-1099,2972,258
-1177,3027,222
-1262,3073,186
-1341,3108,146
-1423,3137,104
-1494,3156,63
-1556,3168,21
-1606,3175,-17
-1642,3180,-56
-1663,3181,-91
-1671,3180,-120
-1673,3180,-152
-1673,3185,-175
-1676,3201,-197
-1687,3223,-221
-1714,3250,-237
-1757,3276,-260
-1813,3303,-279
-1881,3326,-292
-1960,3342,-306
-2047,3350,-319
-2137,3354,-332
-2228,3349,-350
-2307,3336,-367
-2390,3312,-384
-2455,3282,-403
-2515,3248,-420
-2562,3207,-432
-2612,3159,-447
-2656,3108,-458
-2708,3048,-466
-2759,2988,-474
-2820,2928,-485
-2880,2868,-497
-2943,2808,-513
-3004,2749,-524
-3072,2692,-539
-3139,2639,-553
-3203,2585,-571
-3270,2538,-590
-3333,2493,-606
-3400,2454,-627
-3456,2413,-644
-3513,2375,-658
-3571,2338,-672
-3630,2296,-686
-3691,2257,-704
-3749,2209,-720
-3807,2159,-731
-3865,2106,-742
-3921,2047,-758
-3980,1985,-775
-4028,1918,-790
-4075,1854,-811
-4110,1796,-834
-4134,1739,-862
-4155,1687,-888
-4169,1637,-917
-4177,1593,-950
-4181,1549,-984
-4187,1506,-1017
-4189,1466,-1051
-4188,1428,-1084
-4186,1390,-1115
-4185,1353,-1144
-4183,1316,-1170
-4179,1273,-1192
-4172,1228,-1210
-4172,1180,-1221
-4169,1130,-1236
-4170,1080,-1240
-4174,1030,-1249
-4181,979,-1256
-4192,926,-1260
-4206,877,-1263
-4222,823,-1267
-4235,764,-1271
-4259,710,-1273
-4283,655,-1277
-4318,607,-1282
-4348,562,-1287
-4375,529,-1296
-4394,499,-1300
-4409,483,-1302
-4418,475,-1306
-4427,469,-1304
-4430,462,-1306
-4426,459,-1307
-4420,455,-1306
-4409,448,-1306
-4391,438,-1309
-4373,431,-1309
-4355,416,-1311
-4337,398,-1313
-4320,371,-1311
-4310,341,-1311
-4295,314,-1310
-4286,285,-1305
-4266,269,-1298
-4252,259,-1294
-4229,254,-1289
-4204,251,-1286
-4172,254,-1278
-4139,263,-1276
-4102,266,-1270
-4070,269,-1263
-4044,276,-1250
-4014,280,-1243
-3980,284,-1233
-3936,287,-1220
-3895,288,-1206
-3844,287,-1201
-3787,290,-1189
-3723,292,-1175
-3667,289,-1155
-3614,288,-1129
-3573,280,-1103
-3542,272,-1070
-3525,262,-1034
-3514,250,-1002
-3508,231,-965
-3505,220,-935
-3499,210,-912
-3494,201,-894
-3485,195,-882
-3474,193,-875
-3467,193,-872
-3456,195,-869
-3457,201,-868
-3457,206,-868
-3457,213,-870
-3461,210,-871
-3458,206,-873
-3449,202,-876
-3432,200,-887
-3399,192,-897
-3358,185,-912
-3294,173,-935
-3220,162,-957
-3138,153,-971
-3048,144,-993
-2953,135,-1007
-2860,132,-1019
-2768,127,-1024
-2679,128,-1021
-2593,130,-1009
-2519,134,-991
-2457,139,-964
-2405,145,-930
-2370,153,-890
-2347,162,-844
-2333,171,-791
-2337,185,-736
-2343,201,-679
-2351,221,-623
-2365,246,-569
-2372,271,-518
-2375,294,-469
-2372,317,-431
-2364,338,-397
-2340,352,-365
-2307,358,-341
-2262,360,-325
-2209,354,-311
-2151,340,-300
-2095,318,-287
-2040,297,-267
-1989,277,-246
-1939,261,-224
-1893,248,-193
-1844,237,-165
-1802,225,-131
-1756,215,-103
-1712,208,-73
-1668,201,-40
-1622,198,-16
-1579,198,7
-1534,196,27
-1494,200,46
-1453,198,62
-1415,196,76
-1368,190,90
-1329,184,102
-1287,174,111
-1244,162,127
-1203,153,138
-1162,142,154
-1129,141,171
-1099,135,186
-1072,135,201
-1047,135,217
-1021,130,232
-995,119,248
-970,107,265
-945,80,284
-917,53,301
-885,19,321
-852,-15,341
-818,-50,360
-784,-77,380
-754,-98,407
-730,-121,426
-705,-137,445
-684,-144,467
-665,-144,485
-654,-135,501
-648,-129,511
-655,-114,520
-674,-102,529
-700,-95,532
-732,-88,529
-761,-89,522
-794,-92,510
-820,-104,495
-845,-113,476
-868,-121,454
-880,-131,431
-896,-137,409
-911,-138,383
-921,-138,362
-932,-134,337
-942,-129,308
-952,-120,275
-965,-106,237
-977,-88,193
-994,-68,148
-1018,-50,99
-1042,-39,45
-1075,-29,-10
-1111,-24,-68
-1155,-25,-130
-1209,-29,-198
-1269,-38,-274
-1334,-53,-344
-1408,-72,-421
-1486,-95,-493
-1568,-126,-570
-1650,-166,-644
-1737,-208,-710
-1828,-254,-778
-1913,-303,-841
-1994,-347,-904
-2070,-380,-959
-2146,-404,-1016
-2208,-423,-1067
-2258,-431,-1117
-2308,-438,-1159
-2345,-437,-1195
-2383,-431,-1227
-2410,-419,-1254
-2436,-404,-1280
-2459,-385,-1295
-2479,-369,-1313
-2499,-351,-1322
-2519,-333,-1327
-2538,-324,-1324
-2555,-320,-1313
-2570,-318,-1303
-2581,-320,-1287
-2593,-323,-1265
-2598,-326,-1234
-2604,-323,-1195
-2613,-299,-1160
-2616,-274,-1120
-2622,-244,-1084
-2626,-208,-1042
-2627,-171,-1006
-2630,-136,-967
-2629,-101,-938
-2621,-64,-912
-2612,-27,-886
-2598,0,-869
-2568,8,-851
-2526,7,-831
-2483,-4,-812
-2428,-25,-788
-2373,-50,-761
-2314,-66,-734
-2254,-82,-708
-2190,-98,-677
-2129,-115,-642
-2074,-128,-611
-2026,-134,-579
-1984,-134,-549
-1944,-130,-520
-1907,-128,-491
-1872,-118,-464
-1837,-110,-440
-1802,-105,-414
-1767,-107,-389
-1724,-114,-364
-1677,-121,-341
-1630,-121,-320
-1580,-123,-300
-1531,-116,-280
-1492,-111,-254
-1453,-99,-220
-1419,-87,-186
-1390,-61,-145
-1363,-29,-118
-1336,7,-95
-1312,45,-79
-1291,81,-64
-1267,116,-49
-1246,150,-46
-1221,176,-39
-1198,192,-40
-1173,196,-40
-1140,186,-40
-1109,173,-40
-1073,150,-42
-1035,118,-43
-997,95,-47
-957,75,-46
-921,59,-45
-888,54,-42
-849,58,-44
-817,63,-45
-783,79,-50
-748,97,-48
-714,121,-49
-684,146,-51
-650,178,-55
-615,207,-49
-582,233,-44
-540,261,-50
-501,291,-52
-457,316,-55
-407,331,-60
-353,345,-67
-297,351,-76
-237,358,-81
-173,359,-83
-115,364,-84
-66,371,-83
-22,374,-76
9,378,-69
33,380,-60
45,372,-44
57,371,-27
58,360,-11
60,358,4
56,355,20
47,341,38
40,329,50
34,307,65
33,280,74
46,239,86
55,204,93
62,177,97
76,142,102
98,106,108
124,72,114
152,48,120
185,23,131
226,6,145
271,-13,163
320,-31,185
372,-42,208
428,-53,233
495,-58,262
563,-58,293
636,-57,323
709,-45,356
785,-29,384
863,-15,414
942,4,442
1015,29,465
1094,54,497
1167,77,521
1238,101,551
1305,125,571
1363,154,591
1417,181,601
1458,216,607
1495,253,602
1521,295,597
1541,338,590
1548,383,580
1550,420,578
1544,454,582
1517,472,584
1494,500,584
1478,525,580
1484,551,559
1436,548,576
1429,518,574
1415,488,582
1410,454,592
1408,426,600
1416,398,606
1424,368,602
1437,331,594
1458,282,577
1485,234,562
1510,212,546
1533,189,532
1557,174,514
1576,159,496
1595,150,476
1612,141,455
1630,147,434
1645,146,414
1654,160,396
1662,175,374
1666,192,353
1671,202,336
1681,217,317
1690,215,293
1700,220,278
1711,219,257
1722,223,240
1729,226,223
1735,234,211
1739,235,196
1736,242,188
1739,251,182
1733,258,173
1731,258,163
1730,256,158
1727,252,147
1725,246,137
1724,235,125
1726,220,113
1732,202,104
1743,181,92
1757,156,80
1772,130,76
1789,102,71
1810,75,66
1843,44,71
1872,15,77
1899,-7,87
1924,-21,101
1952,-32,119
1977,-38,141
2002,-42,164
2021,-45,189
2043,-48,217
2069,-55,243
2099,-60,268
2136,-57,299
2175,-71,325
2213,-83,350
2254,-104,376
2294,-117,404
2334,-126,435
2371,-124,474
2418,-114,512
2473,-89,549
2533,-59,587
2596,-21,627
2659,11,669
2719,49,713
2776,87,768
2826,119,824
2871,145,880
2907,166,934
2941,183,997
2975,203,1062
3005,218,1139
3033,236,1207
3061,260,1279
3083,290,1346
3102,327,1410
3115,371,1475
3128,412,1534
3141,459,1592
3152,499,1645
3161,535,1700
3183,564,1751
3201,589,1802
3227,605,1853
3258,614,1905
3296,619,1953
3344,616,2004
3394,617,2045
3453,611,2081
3520,604,2114
3590,600,2139
3661,589,2161
3724,581,2176
3780,575,2184
3824,575,2183
3853,578,2173
3867,579,2149
3863,587,2115
3841,592,2066
3798,596,2014
3733,596,1963
3652,588,1912
3544,567,1864
3433,530,1814
3306,487,1774
3178,436,1732
3043,375,1687
2908,314,1646
2778,249,1600
2645,191,1552
2521,142,1502
2397,94,1450
2278,49,1392
2164,7,1338
2055,-37,1282
1953,-75,1229
1848,-110,1173
1744,-141,1118
1647,-170,1064
1550,-193,1012
1464,-211,957
1384,-221,893
1307,-230,830
1234,-226,766
1165,-220,696
1099,-210,627
1035,-190,561
971,-178,492
910,-155,421
855,-136,350
806,-107,276
761,-79,203
726,-50,131
692,-20,68
664,16,-5
634,50,-65
610,84,-127
584,124,-181
564,161,-235
546,196,-285
528,236,-326
509,270,-366
486,305,-397
461,334,-423
435,366,-449
405,397,-469
371,435,-487
333,472,-504
294,516,-519
255,566,-535
219,618,-554
177,678,-571
137,747,-595
100,824,-621
67,909,-651
31,1000,-686
9,1086,-725
6,1158,-765
9,1223,-808
25,1285,-854
31,1348,-897
21,1408,-935
